filename	sirlins_filename	name	starting_zone	color	spec	type	subtype	cost	target_icon	tech_level	ATK	HP	rules_text_1	rules_text_2	rules_text_3	flavor_text	pedantry	sha1
blood_tech1_a.jpg	0025_crash_bomber.jpg	Crash Bomber	codex	Red	Blood	Unit	Pirate	1	TRUE	1	2	2	Dies on your turn: Deal 1 damage to a patroller or building.	Dies on another player's turn: Deal 1 damage to that player's base.				9caae9bde036cb710dfad21a9d281eb6d0c0cf3a
blood_tech1_b.jpg	0026_rickety_mine.jpg	Rickety Mine	codex	Red	Blood	Building		2	FALSE	1		3	⤵ → Gain ③ and flip a coin.	Heads: Phew!	Tails: Sacrifice Rickety Mine and your base takes 2 damage.			02e2d273f0ef5ea75665e122da0b35c0808a0caa
blood_tech2_a.jpg	0034_shoddy_glider.jpg	Shoddy Glider	codex	Red	Blood	Unit	Contraption	1	FALSE	2	3	1	Haste, ephemeral	Flying (Can fly over ground patrollers. Ground forces without anti-air can't attack this or deal combat damage to it when attacked.)				4f94de5651858da890c5a346bfc4ecef3ed9f682
blood_tech2_b.jpg	0035_captured_bugblatter.jpg	Captured Bugblatter	codex	Red	Blood	Unit	Beast	3	TRUE	2	4	2	Whenever a unit dies on an opponent's turn, their base takes 1 damage.	Whenever a unit dies on your turn, deal 1 damage to an opponent's base.				e4fc44d7705922411ee56325da68b483704e8d10
blood_tech2_c.jpg	0036_crashbarrow.jpg	Crashbarrow	codex	Red	Blood	Unit	Contraption	3	FALSE	2	6	2	Haste, ephemeral	Overpower (Excess combat damage this would deal to a patroller hits something else this could attack.)				98be8664d838622454ce67939bbf511f88d6cadf
blood_tech2_d.jpg	0037_land_octopus.jpg	Land Octopus	codex	Red	Blood	Unit	Octopus	3	FALSE	2	8	7	Overpower (Excess combat damage this would deal to a patroller hits something else this could attack.)	Upkeep: Sacrifice two workers or Land Octopus.	Can't patrol.			30f98537de640c24691d5d1e378603c4cc4b483f
blood_tech2_e.jpg	0038_ogre_recruiter.jpg	Ogre Recruiter	codex	Red	Blood	Unit	Ogre	5	TRUE	2	5	4	Attacks: If this survives the combat, gain control of a tech 0 or tech I unit.					149be2df12baa3a10e5947bbb488391da61a13c7
blood_tech3.jpg	0045_pirate_gang_commander.jpg	Pirate-Gang Commander	codex	Red	Blood	Unit	Pirate	6	FALSE	3	6	6	Arrives: Summon three 2/2 red Pirate tokens.	Your units have "Dies: deal 1 damage to each opposing base. ◎"	You may play tech I or II Blood units for free and without any tech buildings.			b0fab3b391f1e7fbb7115cc6dfaafba2968f899e
fire_spell_a.jpg	0019_fire_dart.jpg	Fire Dart	codex	Red	Fire	Spell	Burn	2	TRUE				Deal 3 damage to a unit or 2 damage to a building.					27d1b5a091055b3d24c33ab38c207bbdaa7fb97d
fire_spell_b.jpg	0020_ember_sparks.jpg	Ember Sparks	codex	Red	Fire	Spell	Burn	3	TRUE				Deal 3 damage divided as you choose among one, two, or three patrollers and/or buildings.					1faa25b1c35fb191965a5289601b012e595ce79b
fire_spell_c.jpg	0021_flame_arrow.jpg	Flame Arrow	codex	Red	Fire	Spell	Burn	4	TRUE				Deal 4 damage to a unit or hero or 3 damage to a building.					70eba8d2b9093d5367d60ab8b25975c65ee2acf6
fire_spell_ult.jpg	0022_burning_volley.jpg	Burning Volley	codex	Red	Fire	Ultimate Spell	Burn	3	TRUE				Deal 5 damage divides as you choose among any number of units, heroes, and/or buildings.					609ef77308d6c9f4f5ede8e4d40b3df4edd7628d
fire_tech1_a.jpg	0027_lobber.jpg	Lobber	codex	Red	Fire	Unit	Brigand	1	TRUE	1	2	2	Haste (Can attack and play ⤵ abilities the turn he arrives.)	⤵ → Deal 1 damage to a building.				5763beba0bf242608ef6226ee204adffcb834e64
fire_tech1_b.jpg	0028_firebat.jpg	Firebat	codex	Red	Fire	Unit	Spellcaster	2	TRUE	1	3	3	①, ⤵ → Deal 2 damage to a patroller or building.					9ad42f07e34eddd4394e37992e73ee0dbd38f500
fire_tech2_a.jpg	0039_bamstamper_lizzo.jpg	Bamstamper Lizzo	codex	Red	Fire	Unit	Lizardman	4	TRUE	2	5	3	Arrives: Deal 3 damage to a unit.					35b34f0a1de1792aa96d3f5300918a349f1c08ee
fire_tech2_b.jpg	0040_doubleshot_archer.jpg	Doubleshot Archer	codex	Red	Fire	Unit	Soldier	3	TRUE	2	4	3	Long-range (Defenders without long-range deal no damage to this when it attacks.)	Attacks: Deal 3 damage to that opponent's base.				02e5a18c2eec328831c385137ad2791ff0ae910c
fire_tech2_c.jpg	0041_molting_firebird.jpg	Molting Firebird	codex	Red	Fire	Unit	Bird	4	FALSE	2	4	3	Flying	Damages a building: Deal 1 damage to every unit and hero that opponent controls.				0a76762b6e50caeeafdbf50979fe451f40ccad5b
fire_tech2_d.jpg	0042_firehouse.jpg	Firehouse	codex	Red	Fire	Building		3	TRUE	2		4	⤵ → Deal 2 damage to a unit, hero, or building. If you destroy it that way, ready this.					bb35dcb2883fd7fb0593173fda321528cadcf724
fire_tech2_e.jpg	0043_hotter_fire.jpg	Hotter Fire	codex	Red	Fire	Upgrade		3	FALSE	2			Your red spells and abilities that deal damage deal 1 damage more.					287988852fb99486871e15fbac5af1aa7d944087
fire_tech3.jpg	0046_cinderblast_dragon.jpg	Cinderblast Dragon	codex	Red	Fire	Unit	Dragon	7	FALSE	3	6	6	Flying, resist 2 (Opponents must pay ② each time the would ◎ this with a spell or ability.)	Arrives or attacks: You may play a non-ultimate Fire spell from your hand or codex for free. (Then discard the spell.)				9b311050cd4bbb49f261d769a155b93bcbebcd1b
red_4_workers.jpg		Worker x4	worker	Red		Worker	Scallywag		FALSE									7f9a80d6c139c376c2029534662a5b9fcc039529
red_5_workers.jpg		Worker x5	worker	Red		Worker	Scallywag		FALSE									dc0a22152ecba49e7f719f57c500fb8cef37f894
red_card_a.jpg	0001_nautical_dog.jpg	Nautical Dog	deck	Red		Unit	Dog	1	FALSE	0	1	1	Frenzy 1 (Gets +1 ATK on your turn.)					14c50889f612ce63abe81f7398a3cf59bdf712f2
red_card_b.jpg	0002_mad_man.jpg	Mad Man	deck	Red		Unit	Brigand	1	FALSE	0	1	1	Haste (Can attack and play ⤵ abilities, if he had any, the turn he arrives.)					ce442c41014ccfc6ded330bee1624ef74e5f9912
red_card_c.jpg	0003_bombaster.jpg	Bombaster	deck	Red		Unit	Pirate	2	TRUE	0	2	2	①, Sacrifice Bombaster → Deal 2 damage to a patrolling unit.					993625132c110dd1ba67f440e09aa63f87683eb8
red_card_d.jpg	0004_careless_musketeer.jpg	Careless Musketeer	deck	Red		Unit	Pirate	2	TRUE	0	2	1	⤵ → Deal 1 damage to a unit or building and 1 damage to your base.					71925a4eb2206bec473c8b8a1daddc92e87b4a8c
red_card_e.jpg	0005_bloodrage_ogre.jpg	Bloodrage Ogre	deck	Red		Unit	Ogre	2	FALSE	0	3	2	End of turn: Return Bloodrage Ogre to his owner's hand if he didn't arrive or attack this turn.					03c938647562479b11d66e0c2d052f50c79b90d2
red_card_f.jpg	0006_makeshift_rambaster.jpg	Makeshift Rambaster	deck	Red		Unit	Contraption	2	FALSE	0	1	2	Haste (Can attack and play ⤵ abilities, if it had any, the turn it arrives.)	+2 ATK when attacking buildings.	Can't patrol.			8b8320d375904f106edc213e724359af60d722ee
red_card_g.jpg	0007_bloodburn.jpg	Bloodburn	deck	Red		Upgrade		3	TRUE	0			Whenever a unit dies, put a blood rune on this (limit: 4).	⤵, remove two blood runes → Deal 1 damage to a unit or building.				2e4fa6a12e3620a1cfe68ece1afbd664d74bb2af
red_card_h.jpg	0008_scorch.jpg	Scorch	deck	Red		Minor Spell	Burn	3	TRUE				Deal 2 damage to a patroller or building.					fd79dd48ebfdbb7f0ef0d9032801c8dc698857d7
red_card_i.jpg	0009_charge.jpg	Charge	deck	Red		Minor Spell	Buff	2	TRUE				Give one of your units haste and +1 ATK this turn.					26172bedb7bbfb0e32dea1e1da42cd06d07d3c8f
red_card_j.jpg	0010_pillage.jpg	Pillage	deck	Red		Minor Spell		1	TRUE				Deal 1 damage to a base. Steal ① from that player.	If you have a Pirate, instead deal 2 damage and steal ②.				590868033ba948329acf2026a067dce923cf1e46
shark_token.jpg		Shark	trash	Blue		Unit	Shark	0	FALSE	0	3	1	Haste, ephemeral					
pirate_token.jpg		Pirate	trash	Red		Unit	Pirate	0	FALSE	0	2	2						
