filename	sirlins_filename	name	starting_zone	color	spec	type	subtype	cost	target_icon	tech_level	ATK	HP	rules_text_1	rules_text_2	rules_text_3	flavor_text	pedantry	sha1
strength_spell_ult.jpg	0021_earthquake.jpg	Earthquake	codex	White	Strength	Ultimate Spell		5	FALSE				Deal 4 damage to all an opponent's damaged buildings.	Deal 1 damage to all their undamaged buildings.				046bb473c4510712664bc0f88c54a2d25160eb39
strength_tech1_a.jpg	0026_mythmaking.jpg	Mythmaking	codex	White	Strength	Legendary Upgrade		2	FALSE	1			Your legendary units get +2/+2 and your legendary buildings get +2 HP.	Opponents' legendary units get -1/-1.				3599c54363e033a54d02165a065c147dfd2b909c
strength_tech1_b.jpg	0027_ardras_boulder.jpg	Ardra's Boulder	codex	White	Strength	Legendary Unit	Rock	2	FALSE	1	0	6						205838421ba3d0eb803a458fd7149a73beb43a29
strength_tech2_a.jpg	0038_doubling_barbarbarian.jpg	Doubling Barbarbarian	codex	White	Strength	Unit	Warrior	3	FALSE	2	3	5	Overpower (Excess combat damage this would deal to a patroller hits something else this could attack.)	Whenever he would gain ATK, HP, or armor, he gains double that much instead.				c4a84b88ff3953be49a8152dae9382022cdaf575
strength_tech2_b.jpg	0039_whitestar_grappler.jpg	Whitestar Grappler	codex	White	Strength	Unit	Warrior	3	TRUE	2	3	5	⤵ → Deal 4 damage to a unit. If it's still alive, it deals its ATK to Whitestar Grappler. Sideline it if it was patrolling.					558c537a22d8de823cc44ff13fd0dcc570844f0c
strength_tech2_c.jpg	0040_colossus.jpg	Colossus	codex	White	Strength	Unit	Golem	6	FALSE	2	6	7	Unstoppable when attacking a base.					a43cc1126803b1130f8a22672864971a5e86692b
strength_tech2_d.jpg	0041_jefferson_degrey.jpg	Jefferson DeGrey, Ghostly Diplomat	codex	White	Strength	Legendary Unit	Barrister	3	FALSE	2	4	3	Arrives: Destroy all tokens.					0999e1a559f6db1d0f0e1217d79d76435cdc1cb6
strength_tech2_e.jpg	0042_morningstar_pass.jpg	Morningstar Pass	codex	White	Strength	Legendary Building		4	FALSE	2		4	Prevent all damage that would be dealt to your other buildings.	Opponents must pay ① each time they would attack Morningstar Pass.				38c0d82bdb4dd570aa78e4d78f78d51aaf94aa2f
strength_tech3.jpg	0045_oathkeeper_of_kor_mountain.jpg	Oathkeeper of Kor Mountain	codex	White	Strength	Legendary Unit	Warrior	7	FALSE	3	7	8	Arrives: Choose an oath: "I won't play cards from my hand besides workers" or "I will skip my draw/discard phase." You can't break that oath while Oathkeeper is in play.	Swift strike, resist 2	② → Sideline all patrolling units.			9526d799b761b70c9bed991cf883ef53e09ecfdf
white_4_workers.jpg		Worker x4	worker	White		Worker	Novice		FALSE									db897541a8b77736f0a78873a534791605bc17d0
white_5_workers.jpg		Worker x5	worker	White		Worker	Novice		FALSE									0708179812a76199447e84f3532f494bf32ce8d4
white_card_a.jpg	0000_smoker.jpg	Smoker	deck	White		Unit	Ninja	1	FALSE	0	1	1	Stealth (Can sneak past patrollers if that opponent has no detector.)	When Smoker is ◎ by a spell or ability, return him to his owner's hand.				e16fb6c8db2d8af5e06d44deb3cd2b5dbaf13d7c
white_card_b.jpg	0001_savior_monk.jpg	Savior Monk	deck	White		Unit	Monk	2	FALSE	0	2	2	Healing 1 (During your upkeep, heal 1 damage from all friendly units and heroes.)					85086865256b4ad0bc006873e3be0b91c2a3a1eb
white_card_c.jpg	0002_fox_viper.jpg	Fox Viper	deck	White		Unit	Ninja	2	FALSE	0	2	1	Sparkshot (When attacking a patroller, deals 1 damage to an adjacent patroller.)					844c46b6746e82c9e04e4bd715336425923d6139
white_card_d.jpg	0003_aged_sensei.jpg	Aged Sensei	deck	White		Unit	Monk	1	TRUE	0	1	1	⤵ → Give a friendly unit or hero +1 ATK/+1 armor this turn. (Armor absorbs damage before HP and is then destroyed.)					589a685eacd752d8d1cfd43cad103cefa9254f39
white_card_e.jpg	0004_morningstar_flagbearer.jpg	Morningstar Flagbearer	deck	White		Unit	Flagbearer	3	FALSE	0	2	2	Whenever an opponent plays a spell or ability that can ◎ a flagbearer, it must ◎ a flagbearer at least once.					839ef98fbbcbe3f082b48309d92b379c0379a436
white_card_f.jpg	0005_fox_primus.jpg	Fox Primus	deck	White		Unit	Ninja	3	FALSE	0	2	2	Frenzy 1 (Gets +1 ATK on your turn.)	Anti-air (Can attack fliers, but can ignore patrolling fliers. Deals combat damage to fliers it fights or that fly over this while it patrols.)				44a96166c20de91ed673a81093e1d6008dd7cff5
white_card_g.jpg	0006_safe_attacking.jpg	Safe Attacking	deck	White		Upgrade		1	FALSE	0			Your tech 0 and I units get +1 armor while they attack. (Armor absorbs damage before HP and is then destroyed.)					b16928a4f2a628d93cb0eca22d65e7e90b011387
white_card_h.jpg	0007_senseis_advice.jpg	Sensei's Advice	deck	White		Minor Spell	Buff	1	TRUE				Give up to two of your units +1 ATK/+1 armor this turn. (Armor absorbs damage before HP and is then destroyed.)					60c7c991216449a1da6a8b3c6e32e7434f6bd683
white_card_i.jpg	0008_grappling_hook.jpg	Grappling Hook	deck	White		Minor Spell		0	TRUE				Pull a patroller to an empty slot in its patrol zone.					ae9fb1e29e176912c19fe09257af562e2605885a
white_card_j.jpg	0009_snapback.jpg	Snapback	deck	White		Minor Spell		3	TRUE				Return an opposing hero to its command zone. It can't be summoned until after its owner's next turn. Put another hero from that command zone into play, or the same hero if there isn't another.					67c338d840cce270a80f064ee767e686aa28c7a9
daigo_token.jpg		Daigo Stormborne	trash	White		Legendary Unit	Ghost	0	FALSE	0	8	8	Indestructible, untargetable, unstoppable, can't patrol.					
ninja_token.jpg		Ninja	trash	White		Unit	Ninja	0	FALSE	0	1	1						
bird_token.jpg		Bird	trash	White		Unit	Bird	0	FALSE	0	1	1	Flying					
