filename	sirlins_filename	name	starting_zone	color	spec	type	subtype	cost	target_icon	tech_level	ATK	HP	rules_text_1	rules_text_2	rules_text_3	flavor_text	pedantry	sha1
necromancy_tech1_b.jpg	0027_plague_spitter.jpg	Plague Spitter	codex	Black	Disease	Unit	Horror	3	FALSE	1	3	3	Anti-air (Can attack fliers, but can ignore patrolling fliers. Deals combat damage to fliers it fights or that fly over this while it patrols.)	Deals damage to units and heroes in the form of -1/-1 runes.				971060f239f08c0265eb7c7e8b55b35b9f4e81f0
necromancy_tech2_a.jpg	0038_blackhand_resurrector.jpg	Blackhand Resurrector	codex	Black	Necromancy	Unit	Spellcaster	2	FALSE	2	3	3	⤵, Sacrifice Blackhand Resurrector → Summon a hero from your command zone that died previously this game. It arrives at max level.					4a63c1614111fde6d37b1dcafb485286bc2f47d8
necromancy_tech2_b.jpg	0039_skeletal_lord.jpg	Skeletal Lord	codex	Black	Necromancy	Unit	Spellcaster	3	FALSE	2	3	3	Your Skeletons get +1/+1.	Exhaust five of your Skeletons → Put a unit from your hand into play.				ffd23fe2ed30e863f01edfa9d36e7e8760d10039
necromancy_tech2_c.jpg	0040_corpse_catapult.jpg	Corpse Catapult	codex	Black	Necromancy	Unit	Contraption	3	TRUE	2	1	4	Whenever one of your units dies, put a corpse rune on this.	⤵, Remove two corpse runes → Deal 6 damage to a building.				3dcb99d0f3730b9f634fbd137d4fe4597dff0fb4
necromancy_tech2_d.jpg	0041_wight.jpg	Wight	codex	Black	Necromancy	Unit	Horror	4	FALSE	2	4	4	Unstoppable when attacking heroes.	Deathtouch when attacking heroes.				90bf234e9090ddb63b1f9574b6c1166a6443f6ce
necromancy_tech2_e.jpg	0042_necromancer.jpg	Necromancer	codex	Black	Necromancy	Unit	Spellcaster	4	FALSE	2	3	3	Long-range (Defenders without long-range deal no damage to this when it attacks.)	Whenever another non-token unit of yours dies, summon a 1/1 black Skeleton token.				0d29cb1802ef1ecf3064142958a0d316410c9bc9
necromancy_tech3.jpg	0045_lord_of_shadows.jpg	Lord of Shadows	codex	Black	Necromancy	Unit	Overlord	7	FALSE	3	8	7	Your black units are invisible. (To opponents without a detector, they are untargetable, unattackable, and can sneak past patrollers. While patrolling, they are attackable.)					29d3649bb6d555278d64614e4f824f95d301a8c4
black_4_workers.jpg		Worker x4	worker	Black		Worker	Initiate		FALSE									6528cc119b142d240ad0cf165f2777143b3b7442
black_5_workers.jpg		Worker x5	worker	Black		Worker	Initiate		FALSE									e7dc3e67282742502e8f87b54b9b8621f4dce2f0
black_card_a.jpg	0000_pestering_haunt.jpg	Pestering Haunt	deck	Black		Unit	Ghost	0	FALSE	0	1	1	Unstoppable but can't patrol (Can ignore patrollers when attacking.)	Can't be sacrificed.	Can't have more than 1 ATK.			4ff2b13f1c0ea525741c5df59149ab5f86777a84
black_card_b.jpg	0001_skeleton_javelineer.jpg	Skeleton Javelineer	deck	Black		Unit	Skeleton	1	FALSE	0	1	1	Arrives: Put a javelin rune on this.	Remove a javelin rune → This gets long-range this turn. (Defenders without long-range deal no damage to this when it attacks.)				0b1ece7529ccbef98c1132b0ff75fe6038509bda
black_card_c.jpg	0002_poisonblade_rogue.jpg	Poisonblade Rogue	deck	Black		Unit	Rogue	2	FALSE	0	2	1	Attacks: Gets armor piercing and deals damage to units and heroes in the form of -1/-1 runes this turn.					284eecf3105b06ed78c263d17a9d820f682d4329
black_card_d.jpg	0003_theiving_imp.jpg	Thieving Imp	deck	Black		Unit	Imp Demon	3	FALSE	0	2	2	Arrives: An opponent discards a card at random.				Seems like it should have the target symbol?	2ea7a61fef0a9e77b36fc54086788b268d4286d1
black_card_e.jpg	0004_jandra.jpg	Jandra, the Negator	deck	Black		Legendary Unit	Demon Horror	3	FALSE	0	3	3	Overpower (Excess combat damage this would deal to a patroller hits something else this could attack.)	Dies from combat damage: Destroy all your units except for Demons.				602441a1dd7be5f8869b4406db040afd2d3e3890
black_card_f.jpg	0005_graveyard.jpg	Graveyard	deck	Black		Building		2	FALSE	0		3	Whenever your non-token units die, bury them here. Sacrifice Graveyard when four or more units are buried in it (and discard those units).	⤵ → Play a buried unit. (You still pay for it and must meet the tech reqs for it.)				b98e97e8e289f3fcf019013f448c171d30c44b91
black_card_g.jpg	0006_skeletal_archery.jpg	Skeletal Archery	deck	Black		Upgrade		2	FALSE	0			Your Skeletons have long-range and anti-air. (Defenders without long-range deal no damage to them when they attack. They can attack fliers, but can ignore patrolling fliers. They deal combat damage to fliers they fight or that fly over them while they patrol.)					dd68e6e2f16f8a7c0b5301bf49ae46b68c09aad2
black_card_h.jpg	0007_deteriorate.jpg	Deteriorate	deck	Black		Minor Spell	Debuff	0	TRUE				Give a unit -1/-1 this turn.					f351e934548d9a35296d3ea61c9ee2497bc23237
black_card_i.jpg	0008_summon_skeletons.jpg	Summon Skeletons	deck	Black		Minor Spell	Summon	3	FALSE				Summon two 1/1 black Skeleton tokens.					d9acbf79e988e0dbfafcb5c20e0ca2888cc2845d
black_card_j.jpg	0009_sacrifice_the_weak.jpg	Sacrifice the Weak	deck	Black		Minor Spell		2	FALSE				Each player sacrifices their weakest unit. (The lowest tech unit with the least ATK. You choose if there's a tie for least ATK.)					668e64b4ddebf8357c4fb4570066667eb5df8af5
warlock_token.jpg		Warlock	trash	Black		Unit	Warlock	0	FALSE	0	0	1						
skeleton_token.jpg		Skeleton	trash	Black		Unit	Skeleton	0	FALSE	0	1	1						
zombie_token.jpg		Zombie	trash	Black		Unit	Zombie	0	FALSE	0	2	2						
horror_token.jpg		Horror	trash	Black		Unit	Horror	0	FALSE	0	3	3	Deathtouch					
