filename	sirlins_filename	name	starting_zone	color	spec	type	subtype	cost	target_icon	tech_level	ATK	HP	rules_text_1	rules_text_2	rules_text_3	flavor_text	pedantry	sha1
truth_spell_c.jpg	0020_dreamscape.jpg	Dreamscape	codex	Blue	Truth	Ongoing Spell	Debuff	3	FALSE				Channeling (Stays in play. Sacrifice it when you lose your Truth hero.)	All tech 0, I, and II units are Illusions. (Illusions die when they're ◎ by spells or abilities.)				32f5b26df2e6ef2e6836791449363e8301542583
truth_spell_ult.jpg	0021_mind_control.jpg	Mind Control	codex	Blue	Truth	Ultimate Ongoing Spell	Debuff	5	TRUE				Attach to a tech 0, I, or II unit. You control it.					4c77a5b79218683551f36c625025ebac374db5d7
truth_tech1_a.jpg	0026_spectral_flagbearer.jpg	Spectral Flagbearer	codex	Blue	Truth	Unit	Flagbearer Illusion	1	FALSE	1	2	2	(Illusions die when ◎ by spells or abilities.)	Whenever an opponent plays a spell or ability that can ◎ a flagbearer, it must ◎ a flagbearer at least once.				b2fb80f6be0c7b08148c1c3c14783121eff4bbc5
truth_tech1_b.jpg	0027_spectral_hound.jpg	Spectral Hound	codex	Blue	Truth	Unit	Dog Illusion	1	FALSE	1	3	3	(Illusions die when ◎ by spells or abilities.)					996a11f689a7b5116da8722162a737c787aafd58
truth_tech2_a.jpg	0038_macciatus.jpg	Macciatus, The Whisperer	codex	Blue	Truth	Legendary Unit	Herald	2	FALSE	2	3	3	Your Illusion units get +1/+1 and no longer die when they are ◎ by spells or abilities.					8e70975e713fd396f224e7ef04f5bf7fec0b0393
truth_tech2_b.jpg	0039_reteller_of_truths.jpg	Reteller of Truths	codex	Blue	Truth	Unit	Bard Illusion	2	FALSE	2	3	3	(Illusions die when ◎ by spells or abilities.)	The first two times each turn one of your non-token Illusion units dies (including this one), return it to its owner's hand.				397988179c7d2e17df5cc1ff25b02a13dc111211
truth_tech2_c.jpg	0040_spectral_tiger.jpg	Spectral Tiger	codex	Blue	Truth	Unit	Tiger Illusion	3	FALSE	2	5	5	(Illusions die when ◎ by spells or abilities.)					0185ff42f9327ad84a00b1863b561c58c942ddd7
truth_tech2_d.jpg	0041_spectral_roc.jpg	Spectral Roc	codex	Blue	Truth	Unit	Bird Illusion	4	FALSE	2	4	5	(Illusions die when ◎ by spells or abilities.)	Flying				69965cc88f664d660c39f1fd901ae2bb33dc176b
truth_tech2_e.jpg	0042_eyes_of_the_chancellor.jpg	Eyes of the Chancellor	codex	Blue	Truth	Upgrade		3	FALSE	2			Detector, haste	Opponents play with their hands revealed.	⤵ → Make a friendly unit invisible until your next upkeep.			bd89975197551b681a84e871d98a6120264231c6
truth_tech3.jpg	0045_liberty_gryphon.jpg	Liberty Gryphon	codex	Blue	Truth	Unit	Gryphon Illusion	3	FALSE	3	5	5	(Illusions die when ◎ by spells or abilities.)	Flying, haste	Unstoppable, unattackable, and untargetable while you control an Illusion with any other name than Liberty Gryphon.			c74f2fa0d6553f6cd31d05603914d17e0ba7719e
blue_4_workers.jpg		Worker x4	worker	Blue		Worker	Peasant		FALSE									967876e8de4bc18474c0d5cbce8ae204bc754872
blue_5_workers.jpg		Worker x5	worker	Blue		Worker	Peasant		FALSE									90c13871d13ee80d96ae44c2cf538778dce262ef
blue_card_a.jpg	0000_building_inspector.jpg	Building Inspector	deck	Blue		Unit	Administrator	1	FALSE	0	1	1	The first building each opponent builds each turn costs ① more to build.					2d03a5a1f96db6e07b8e165fdb03d592385b86ca
blue_card_b.jpg	0001_spectral_aven.jpg	Spectral Aven	deck	Blue		Unit	Bird Illusion	2	FALSE	0	2	2	(Illusions die when ◎ by spells or abilities.)	Flying (Can fly over ground patrollers. Ground forces without anti-air can't attack this or deal combat damage to it when attacked.)				2b499a0db83970aca8ffae0d8382560ff150dab2
blue_card_c.jpg	0002_bluecoat_musketeer.jpg	Bluecoat Musketeer	deck	Blue		Unit	Soldier	2	FALSE	0	1	2	While this has exactly 1 ATK, it has long-range.	(Defenders without long-range deal no damage to this when it attacks.)				afae764b60e726f35dac91299826cbe7c5205a0c
blue_card_d.jpg	0003_traffic_director.jpg	Traffic Director	deck	Blue		Unit	Administrator	1	FALSE	0	1	1	Unstoppable when attacking a building. (Can ignore patrollers.)	Untargetable (Can't be the ◎ of spells or abilities.)				17e6ea55143d7f409895a519400c4a8f42256cce
blue_card_e.jpg	0004_porkhand_magistrate.jpg	Porkhand Magistrate	deck	Blue		Unit	Pig Administrator	3	TRUE	0	2	3	①, ⤵ → Disable a unit or hero. Its controller draws a card. (Exhaust it and it doesn't ready during its next ready step. Sideline it if it was patrolling.)					bb41eb8c58e38a575d4e7caa4118db0c58c69de4
blue_card_f.jpg	0005_reputable_newsman.jpg	Reputable Newsman	deck	Blue		Unit	Mercenary	2	FALSE	0	0	3	Arrives: Choose a number. Opponents can't play spells or upgrades that cost that amount.					d331c308f7bd7e472def26a83c05a4d2cee158bc
blue_card_g.jpg	0006_jail.jpg	Jail	deck	Blue		Building		3	FALSE	0		3	Opposing units played from hand go to jail instead of arriving. When a unit enters jail, any unit already there is released and arrives in play. (Jailed units aren't in play. They're discarded if Jail is destroyed.)					d00db1f80f4d02b7e983a5e103846b6af9b0fb19
blue_card_h.jpg	0007_lawful_search.jpg	Lawful Search	deck	Blue		Minor Spell		1	FALSE				Draw a card, then choose one: Look at an opponent's hand. Look at an opponent's discard pile.					6cf908bcd715b5d80daf7687e6bb188ae3658379
blue_card_i.jpg	0008_arrest.jpg	Arrest	deck	Blue		Minor Spell	Debuff	2	FALSE				Disable a patrolling unit. (Exhaust it and it doesn't ready during its next ready step. Sideline it if it was patrolling.)					fda8db45cb720b9cd10c974cb844b4d857f66ccf
blue_card_j.jpg	0009_manufactured_truth.jpg	Manufactured Truth	deck	Blue		Minor Spell		1	FALSE				One of your tech 0 or I units becomes a copy of another tech 0 or I unit until end of turn.					8d36ee2d2e0692d8c42b20c055de23a37d615d65
soldier_token.jpg		Soldier	trash	Blue		Unit	Soldier	0	FALSE	0	1	1	Sparkshot					
mirror_token.jpg		Mirror Illusion	trash	Blue		Unit	Mirror Illusion	0	FALSE	0	0	1						
water_elemental_token.jpg		Water Elemental	trash	Blue		Unit	Water Elemental	0	FALSE	0	3	3	Anti-air					
